productid,date,state,market size,product type,caffeine type,sales,cogs,total expesense,marketing,inventory,budget cogs,budget sales
2,2011-08-01,California,Major Market,Coffee,Regular,902,364,166,127,2617,450,1130
10,2011-08-01,California,Major Market,Herbal Tea,Decaf,119,52,28,17,554,40,100
4,2011-08-01,California,Major Market,Espresso,Regular,527,266,92,74,1797,250,510
6,2011-08-01,Ohio,Major Market,Espresso,Decaf,108,49,48,18,414,50,120
2,2011-08-01,Illinois,Major Market,Coffee,Regular,463,196,100,64,1167,200,490
9,2011-08-01,Louisiana,Small Market,Herbal Tea,Decaf,159,72,56,27,606,60,150
13,2011-08-01,Washington,Small Market,Tea,Regular,104,44,64,39,617,20,70
8,2011-08-01,Washington,Small Market,Herbal Tea,Decaf,223,90,56,29,1139,70,190
6,2011-08-01,Wisconsin,Small Market,Espresso,Decaf,68,30,20,9,581,30,80
9,2011-08-01,Wisconsin,Small Market,Herbal Tea,Decaf,153,63,26,17,864,50,130
10,2011-08-01,Colorado,Major Market,Herbal Tea,Decaf,107,46,39,15,415,30,90
3,2011-08-01,Illinois,Major Market,Coffee,Decaf,373,154,67,49,817,160,390
9,2011-08-01,Illinois,Major Market,Herbal Tea,Decaf,119,52,27,17,554,40,100
10,2011-08-01,Illinois,Major Market,Herbal Tea,Decaf,320,132,45,36,994,110,280
11,2011-08-01,Illinois,Major Market,Tea,Regular,243,100,37,28,598,80,210
12,2011-08-01,Missouri,Small Market,Tea,Regular,64,29,42,11,215,20,50
5,2011-08-01,Louisiana,Small Market,Espresso,Regular,125,47,35,14,366,40,100
1,2011-08-01,Iowa,Small Market,Coffee,Regular,62,25,18,7,851,20,60
2,2011-08-01,Iowa,Small Market,Coffee,Regular,89,41,32,12,1007,40,90
11,2011-08-01,Iowa,Small Market,Tea,Regular,527,266,92,74,1797,220,460
2,2011-08-01,Ohio,Major Market,Coffee,Regular,84,34,30,10,428,30,80
4,2011-08-01,Louisiana,Small Market,Espresso,Regular,104,44,63,39,-508,30,90
5,2011-08-01,Massachusetts,Major Market,Espresso,Regular,104,37,58,33,540,30,100
3,2011-08-01,Washington,Small Market,Coffee,Decaf,314,133,140,120,705,160,390
5,2011-08-01,Washington,Small Market,Espresso,Regular,139,63,53,23,397,60,130
9,2011-08-01,Washington,Small Market,Herbal Tea,Decaf,117,48,23,13,839,40,100
9,2011-08-01,Oklahoma,Small Market,Herbal Tea,Decaf,314,133,140,120,705,120,310
1,2011-08-01,Wisconsin,Small Market,Coffee,Regular,139,63,52,23,397,60,140
8,2011-08-01,Wisconsin,Small Market,Herbal Tea,Decaf,125,47,35,14,366,40,110
3,2011-08-01,Missouri,Small Market,Coffee,Decaf,109,50,33,15,1064,50,110
1,2011-08-01,Ohio,Major Market,Coffee,Regular,107,46,40,15,415,40,110
12,2011-08-01,Ohio,Major Market,Tea,Regular,275,116,54,35,678,90,240
2,2011-08-01,Washington,Small Market,Coffee,Regular,209,86,46,27,454,100,260
6,2011-08-01,Washington,Small Market,Espresso,Decaf,224,103,48,31,1073,90,210
11,2011-08-01,Washington,Small Market,Tea,Regular,125,47,34,14,366,30,80
4,2011-08-01,Washington,Small Market,Espresso,Regular,68,30,20,9,581,20,60
1,2011-08-01,Utah,Small Market,Coffee,Regular,109,50,33,15,1064,60,130
2,2011-08-01,Utah,Small Market,Coffee,Regular,97,42,38,13,384,50,120
13,2011-08-01,Utah,Small Market,Tea,Regular,64,29,42,11,215,10,40
5,2011-08-01,Utah,Small Market,Espresso,Regular,174,77,34,25,581,70,160
6,2011-08-01,Utah,Small Market,Espresso,Decaf,82,34,20,9,890,30,70
8,2011-08-01,Utah,Small Market,Herbal Tea,Decaf,150,61,38,19,322,50,130
9,2011-08-01,Utah,Small Market,Herbal Tea,Decaf,159,64,48,21,460,50,140
11,2011-08-01,Utah,Small Market,Tea,Regular,150,63,80,57,332,40,100
12,2011-08-01,Utah,Small Market,Tea,Regular,104,45,38,14,253,20,70
4,2011-08-01,Utah,Small Market,Espresso,Regular,79,32,19,8,841,30,70
3,2011-08-01,Texas,Major Market,Coffee,Decaf,119,52,27,17,554,60,150
6,2011-08-01,Texas,Major Market,Espresso,Decaf,243,100,37,28,598,80,210
5,2011-08-01,Connecticut,Small Market,Espresso,Regular,104,44,64,39,617,40,100
10,2011-08-01,Connecticut,Small Market,Herbal Tea,Decaf,109,50,33,15,1064,30,80
3,2011-08-01,Oregon,Small Market,Coffee,Decaf,84,34,30,10,428,40,100
13,2011-08-01,Oregon,Small Market,Tea,Regular,275,116,55,35,678,70,180
2,2011-08-01,Louisiana,Small Market,Coffee,Regular,117,48,22,13,839,60,140
6,2011-08-01,Louisiana,Small Market,Espresso,Decaf,89,36,31,11,458,30,70
8,2011-08-01,Louisiana,Small Market,Herbal Tea,Decaf,174,77,35,25,581,70,170
2,2011-08-01,New Mexico,Small Market,Coffee,Regular,159,64,48,21,460,80,200
3,2011-08-01,New Mexico,Small Market,Coffee,Decaf,138,120,57,37,1439,150,170
5,2011-08-01,New Mexico,Small Market,Espresso,Regular,150,63,80,57,332,50,120
6,2011-08-01,New Mexico,Small Market,Espresso,Decaf,104,45,39,14,253,30,90
8,2011-08-01,New Mexico,Small Market,Herbal Tea,Decaf,62,25,18,7,851,20,60
9,2011-08-01,New Mexico,Small Market,Herbal Tea,Decaf,89,41,32,12,1007,30,80
4,2011-08-01,New Mexico,Small Market,Espresso,Regular,64,29,41,11,-347,20,50
11,2011-08-01,Massachusetts,Major Market,Tea,Regular,55,22,16,6,865,20,50
3,2011-08-01,Ohio,Major Market,Coffee,Decaf,88,37,59,33,513,30,90
5,2011-08-01,Ohio,Major Market,Espresso,Regular,288,145,60,40,1292,160,340
8,2011-08-01,Ohio,Major Market,Herbal Tea,Decaf,41,16,15,4,484,10,30
9,2011-08-01,Ohio,Major Market,Herbal Tea,Decaf,55,22,16,6,865,10,40
8,2011-08-01,Iowa,Small Market,Herbal Tea,Decaf,681,295,121,97,1714,250,600
9,2011-08-01,Iowa,Small Market,Herbal Tea,Decaf,373,154,66,49,817,130,330
12,2011-08-01,Iowa,Small Market,Tea,Regular,626,284,131,107,1809,240,550
3,2011-08-01,California,Major Market,Coffee,Decaf,165,196,100,64,3139,240,200
6,2011-08-01,Oregon,Small Market,Espresso,Decaf,288,145,60,40,1292,130,270
9,2011-08-01,Oregon,Small Market,Herbal Tea,Decaf,154,68,32,22,587,50,130
11,2011-08-01,Oregon,Small Market,Tea,Regular,41,16,15,4,484,10,20
12,2011-08-01,Oregon,Small Market,Tea,Regular,283,114,63,37,810,70,190
4,2011-08-01,Oregon,Small Market,Espresso,Regular,108,49,47,18,414,40,100
3,2011-08-01,Florida,Major Market,Coffee,Decaf,275,116,55,35,678,110,260
5,2011-08-01,Iowa,Small Market,Espresso,Regular,57,23,16,6,806,20,60
6,2011-08-01,Iowa,Small Market,Espresso,Decaf,43,0,11,0,516,0,50
13,2011-08-01,Missouri,Small Market,Tea,Regular,85,38,44,14,248,30,70
6,2011-08-01,Missouri,Small Market,Espresso,Decaf,79,32,19,8,841,30,90
11,2011-08-01,Missouri,Small Market,Tea,Regular,104,45,38,14,253,30,90
2,2011-08-01,Oklahoma,Small Market,Coffee,Regular,154,68,32,22,587,80,190
5,2011-08-01,Oklahoma,Small Market,Espresso,Regular,41,16,14,4,484,10,30
6,2011-08-01,Oklahoma,Small Market,Espresso,Decaf,283,114,64,37,810,90,240
7,2011-08-01,New York,Major Market,Espresso,Regular,538,266,91,74,1319,250,530
1,2011-08-01,New Hampshire,Small Market,Coffee,Regular,150,61,39,19,322,50,140
2,2011-08-01,New Hampshire,Small Market,Coffee,Regular,159,64,48,21,460,60,150
13,2011-08-01,New Hampshire,Small Market,Tea,Regular,43,0,11,0,516,0,40
5,2011-08-01,New Hampshire,Small Market,Espresso,Regular,150,63,81,57,332,60,140
9,2011-08-01,New Hampshire,Small Market,Herbal Tea,Decaf,85,38,44,14,248,20,60
11,2011-08-01,New Hampshire,Small Market,Tea,Regular,62,25,17,7,851,20,60
7,2011-08-01,New Hampshire,Small Market,Espresso,Regular,64,29,42,11,215,20,60
11,2011-08-01,Ohio,Major Market,Tea,Regular,283,114,64,37,810,90,250
2,2011-08-01,Massachusetts,Major Market,Coffee,Regular,658,52,46,17,-2033,40,630
5,2011-08-01,Missouri,Small Market,Espresso,Regular,82,34,19,9,890,30,90
8,2011-08-01,Missouri,Small Market,Herbal Tea,Decaf,150,63,80,57,332,50,130
3,2011-08-01,Iowa,Small Market,Coffee,Decaf,32,14,16,4,602,10,30
11,2011-08-01,New York,Major Market,Tea,Regular,320,132,44,36,994,130,340
13,2011-08-01,California,Major Market,Tea,Regular,130,52,46,17,662,30,80
2,2011-08-01,Missouri,Small Market,Coffee,Regular,159,72,57,27,606,70,160
3,2011-08-01,Nevada,Small Market,Coffee,Decaf,89,41,31,12,1007,50,110
5,2011-08-01,Nevada,Small Market,Espresso,Regular,62,25,18,7,851,20,60
8,2011-08-01,Nevada,Small Market,Herbal Tea,Decaf,408,173,177,156,927,140,360
11,2011-08-01,Nevada,Small Market,Tea,Regular,681,295,121,97,1714,190,460
12,2011-08-01,Nevada,Small Market,Tea,Regular,527,266,92,74,1797,170,360
3,2011-08-01,Wisconsin,Small Market,Coffee,Decaf,229,99,55,32,565,100,240
5,2011-08-01,Wisconsin,Small Market,Espresso,Regular,224,103,49,31,1073,110,260
11,2011-08-01,Wisconsin,Small Market,Tea,Regular,89,36,32,11,458,30,70
12,2011-08-01,Wisconsin,Small Market,Tea,Regular,104,44,63,39,617,30,90
12,2011-08-01,New York,Major Market,Tea,Regular,298,123,42,34,941,130,320
10,2011-08-01,New York,Major Market,Herbal Tea,Decaf,123,311,109,96,3422,230,90
5,2011-08-01,Colorado,Major Market,Espresso,Regular,243,100,37,28,598,110,280
8,2011-08-01,Colorado,Major Market,Herbal Tea,Decaf,288,145,60,40,1292,120,250
9,2011-08-01,Colorado,Major Market,Herbal Tea,Decaf,88,37,58,33,513,30,70
1,2011-08-01,Colorado,Major Market,Coffee,Regular,298,123,42,34,941,130,310
3,2011-08-01,Colorado,Major Market,Coffee,Decaf,320,132,44,36,994,130,330
13,2011-08-01,Colorado,Major Market,Tea,Regular,154,68,32,22,587,50,130
6,2011-08-01,Colorado,Major Market,Espresso,Decaf,130,52,46,17,662,60,150
11,2011-08-01,Colorado,Major Market,Tea,Regular,108,49,47,18,414,40,90
12,2011-08-01,Colorado,Major Market,Tea,Regular,90,41,32,12,1046,30,80
9,2011-08-01,Florida,Major Market,Herbal Tea,Decaf,139,63,53,23,397,40,100
12,2011-08-01,California,Major Market,Tea,Regular,243,100,37,28,598,60,160
5,2011-08-01,Illinois,Major Market,Espresso,Regular,681,295,121,97,1714,340,810
2,2011-08-01,Nevada,Small Market,Coffee,Regular,85,38,44,14,248,40,100
13,2011-08-01,Nevada,Small Market,Tea,Regular,21,284,131,107,5807,180,0
6,2011-08-01,Nevada,Small Market,Espresso,Decaf,57,23,17,6,806,20,50
9,2011-08-01,Nevada,Small Market,Herbal Tea,Decaf,463,196,100,64,1167,160,410
10,2011-08-01,Nevada,Small Market,Herbal Tea,Decaf,373,154,67,49,817,130,330
4,2011-08-01,Nevada,Small Market,Espresso,Regular,43,0,10,0,516,0,40
13,2011-08-01,Massachusetts,Major Market,Tea,Regular,41,16,15,4,484,10,40
8,2011-08-01,Florida,Major Market,Herbal Tea,Decaf,68,30,20,9,581,20,50
3,2011-08-01,Utah,Small Market,Coffee,Decaf,159,72,57,27,606,90,200
10,2011-08-01,Utah,Small Market,Herbal Tea,Decaf,138,120,56,37,1439,100,120
11,2011-08-01,California,Major Market,Tea,Regular,298,123,42,34,941,80,200
8,2011-08-01,Illinois,Major Market,Herbal Tea,Decaf,298,123,43,34,941,100,260
12,2011-08-01,Illinois,Major Market,Tea,Regular,130,52,46,17,662,40,110
9,2011-08-01,Missouri,Small Market,Herbal Tea,Decaf,138,120,56,37,1439,100,120
8,2011-08-01,Texas,Major Market,Herbal Tea,Decaf,107,46,40,15,415,40,100
4,2011-08-01,Texas,Major Market,Espresso,Regular,130,52,46,17,-587,40,110
9,2011-08-01,California,Major Market,Herbal Tea,Decaf,672,311,110,96,1296,260,590
13,2011-08-01,New York,Major Market,Tea,Regular,243,100,37,28,598,100,260
6,2011-08-01,Illinois,Major Market,Espresso,Decaf,527,266,92,74,1797,300,620
10,2011-08-01,Florida,Major Market,Herbal Tea,Decaf,224,103,49,31,1073,70,170
7,2011-08-01,Massachusetts,Major Market,Espresso,Regular,288,145,60,40,1292,130,280
1,2011-08-01,California,Major Market,Coffee,Regular,86,154,67,49,2105,190,100
13,2011-08-01,Florida,Major Market,Tea,Regular,153,63,26,17,864,60,160
6,2011-08-01,Florida,Major Market,Espresso,Decaf,229,99,55,32,565,90,220
6,2011-08-01,California,Major Market,Espresso,Decaf,681,295,121,97,1714,280,650
2,2011-08-01,New York,Major Market,Coffee,Regular,902,364,166,127,2617,340,860
8,2011-08-01,California,Major Market,Herbal Tea,Decaf,320,132,45,36,994,110,280
3,2011-08-01,Oklahoma,Small Market,Coffee,Decaf,55,22,16,6,865,20,60
8,2011-08-01,Oklahoma,Small Market,Herbal Tea,Decaf,139,63,53,23,397,60,130
4,2011-08-01,Oklahoma,Small Market,Espresso,Regular,275,116,55,35,-1278,90,230
2,2011-08-01,Wisconsin,Small Market,Coffee,Regular,314,133,139,120,705,140,330
2,2011-08-01,Texas,Major Market,Coffee,Regular,672,311,109,96,1296,390,840
5,2011-08-01,Florida,Major Market,Espresso,Regular,314,133,139,120,705,120,310
5,2011-08-01,California,Major Market,Espresso,Regular,408,173,176,156,927,160,390
2,2011-08-01,Florida,Major Market,Coffee,Regular,283,114,63,37,810,100,270
11,2011-08-01,Florida,Major Market,Tea,Regular,113,46,22,12,880,40,120
9,2011-08-01,Connecticut,Small Market,Herbal Tea,Decaf,159,72,56,27,606,50,120
11,2011-08-01,Connecticut,Small Market,Tea,Regular,82,34,20,9,890,30,80
2,2011-08-01,Colorado,Major Market,Coffee,Regular,119,52,27,17,554,50,120
1,2011-08-01,Oregon,Small Market,Coffee,Regular,88,37,59,33,513,40,110
2,2011-08-01,Oregon,Small Market,Coffee,Regular,113,47,55,15,474,50,140
5,2011-08-01,Oregon,Small Market,Espresso,Regular,107,46,40,15,415,40,100
8,2011-08-01,Oregon,Small Market,Herbal Tea,Decaf,61,25,17,7,826,20,50
9,2011-08-01,Massachusetts,Major Market,Herbal Tea,Decaf,108,49,47,18,414,30,80
3,2011-08-01,Louisiana,Small Market,Coffee,Decaf,153,63,26,17,864,70,190
2,2011-09-01,Connecticut,Small Market,Coffee,Regular,275,103,64,33,1130,90,240
5,2011-09-01,Connecticut,Small Market,Espresso,Regular,159,62,85,56,612,50,140
9,2011-09-01,Connecticut,Small Market,Herbal Tea,Decaf,160,67,59,25,599,50,110
10,2011-09-01,Connecticut,Small Market,Herbal Tea,Decaf,145,62,41,19,1059,40,100
3,2011-09-01,Washington,Small Market,Coffee,Decaf,238,93,114,84,692,110,270
13,2011-09-01,Washington,Small Market,Tea,Regular,159,62,85,56,612,40,100
6,2011-09-01,Washington,Small Market,Espresso,Decaf,194,83,46,25,1063,70,170
11,2011-09-01,Washington,Small Market,Tea,Regular,161,57,40,17,349,30,100
9,2011-09-01,California,Major Market,Herbal Tea,Decaf,582,251,99,77,1268,210,480
1,2011-09-01,Ohio,Major Market,Coffee,Regular,133,53,44,17,410,50,130
12,2011-09-01,Ohio,Major Market,Tea,Regular,245,96,53,29,666,80,200
8,2011-09-01,Wisconsin,Small Market,Herbal Tea,Decaf,161,57,41,17,349,40,130
2,2011-09-01,Texas,Major Market,Coffee,Regular,582,251,98,77,1268,310,680
2,2011-09-01,Colorado,Major Market,Coffee,Regular,141,58,32,19,548,60,130
8,2011-09-01,Colorado,Major Market,Herbal Tea,Decaf,330,155,68,43,1280,130,270
9,2011-09-01,Florida,Major Market,Herbal Tea,Decaf,159,67,58,25,391,50,110
5,2011-09-01,Illinois,Major Market,Espresso,Regular,628,253,116,83,1686,290,690
11,2011-09-01,California,Major Market,Tea,Regular,322,123,45,34,928,80,200
4,2011-09-01,California,Major Market,Espresso,Regular,531,249,93,69,1775,230,470
8,2011-09-01,Illinois,Major Market,Herbal Tea,Decaf,322,123,46,34,928,100,260
9,2011-09-01,Illinois,Major Market,Herbal Tea,Decaf,141,58,31,19,548,40,110
13,2011-09-01,Missouri,Small Market,Tea,Regular,97,40,49,15,244,30,80
6,2011-09-01,Missouri,Small Market,Espresso,Decaf,84,32,20,8,837,30,90
8,2011-09-01,Missouri,Small Market,Herbal Tea,Decaf,113,44,69,40,325,30,90
2,2011-09-01,Louisiana,Small Market,Coffee,Regular,127,48,25,13,834,60,140
4,2011-09-01,Louisiana,Small Market,Espresso,Regular,159,62,85,56,-613,50,120
1,2011-09-01,Iowa,Small Market,Coffee,Regular,51,19,16,5,848,20,50
3,2011-09-01,Iowa,Small Market,Coffee,Decaf,37,15,17,4,600,10,30
5,2011-09-01,Iowa,Small Market,Espresso,Regular,62,23,17,6,803,20,60
8,2011-09-01,Iowa,Small Market,Herbal Tea,Decaf,628,253,116,83,1686,210,510
3,2011-09-01,Florida,Major Market,Coffee,Decaf,245,96,53,29,666,90,210
6,2011-09-01,Texas,Major Market,Espresso,Decaf,212,81,33,22,588,60,170
5,2011-09-01,Louisiana,Small Market,Espresso,Regular,161,57,41,17,349,40,120
6,2011-09-01,Louisiana,Small Market,Espresso,Decaf,120,46,36,14,454,30,90
8,2011-09-01,Louisiana,Small Market,Herbal Tea,Decaf,169,69,35,22,572,60,150
2,2011-09-01,Florida,Major Market,Coffee,Regular,265,99,64,32,798,90,230
5,2011-09-01,Washington,Small Market,Espresso,Regular,159,67,59,25,391,60,140
4,2011-09-01,Washington,Small Market,Espresso,Regular,81,33,22,10,577,30,70
6,2011-09-01,Oklahoma,Small Market,Espresso,Decaf,265,99,63,32,798,80,210
9,2011-09-01,Oklahoma,Small Market,Herbal Tea,Decaf,238,93,114,84,692,80,210
3,2011-09-01,Wisconsin,Small Market,Coffee,Decaf,212,85,56,28,555,90,200
9,2011-09-01,Wisconsin,Small Market,Herbal Tea,Decaf,134,51,25,14,857,40,110
6,2011-09-01,Ohio,Major Market,Espresso,Decaf,109,45,51,17,409,50,120
2,2011-09-01,Washington,Small Market,Coffee,Regular,178,68,43,21,445,80,200
9,2011-09-01,Washington,Small Market,Herbal Tea,Decaf,127,48,24,13,834,40,100
1,2011-09-01,Utah,Small Market,Coffee,Regular,145,62,41,19,1059,70,170
3,2011-09-01,Utah,Small Market,Coffee,Decaf,160,67,59,25,599,80,180
13,2011-09-01,Utah,Small Market,Tea,Regular,58,24,43,9,212,10,30
6,2011-09-01,Utah,Small Market,Espresso,Decaf,115,44,24,12,886,40,100
9,2011-09-01,Utah,Small Market,Herbal Tea,Decaf,148,55,50,18,453,40,120
10,2011-09-01,Utah,Small Market,Herbal Tea,Decaf,123,104,56,32,1574,80,100
12,2011-09-01,Utah,Small Market,Tea,Regular,97,39,40,12,248,20,60
4,2011-09-01,Utah,Small Market,Espresso,Regular,84,32,20,8,837,30,70
5,2011-09-01,Ohio,Major Market,Espresso,Regular,330,155,68,43,1280,170,360
9,2011-09-01,Texas,Major Market,Herbal Tea,Decaf,114,43,36,13,424,40,100
1,2011-09-01,Oregon,Small Market,Coffee,Regular,134,52,77,47,509,60,150
3,2011-09-01,Oregon,Small Market,Coffee,Decaf,114,43,36,13,424,50,130
5,2011-09-01,Oregon,Small Market,Espresso,Regular,133,53,44,17,410,50,120
8,2011-09-01,Oregon,Small Market,Herbal Tea,Decaf,65,25,19,7,823,20,50
12,2011-09-01,Oregon,Small Market,Tea,Regular,265,99,63,32,798,60,160
3,2011-09-01,Louisiana,Small Market,Coffee,Decaf,134,51,25,14,857,60,150
2,2011-09-01,New Mexico,Small Market,Coffee,Regular,148,55,50,18,453,60,170
3,2011-09-01,New Mexico,Small Market,Coffee,Decaf,123,104,55,32,1574,130,140
5,2011-09-01,New Mexico,Small Market,Espresso,Regular,113,44,70,40,325,30,90
6,2011-09-01,New Mexico,Small Market,Espresso,Decaf,97,39,39,12,248,30,70
8,2011-09-01,New Mexico,Small Market,Herbal Tea,Decaf,51,19,16,5,848,10,40
9,2011-09-01,New Mexico,Small Market,Herbal Tea,Decaf,77,33,31,10,1003,30,70
4,2011-09-01,New Mexico,Small Market,Espresso,Regular,58,24,42,9,-412,20,40
8,2011-09-01,Washington,Small Market,Herbal Tea,Decaf,275,103,64,33,1130,80,220
12,2011-09-01,Washington,Small Market,Tea,Regular,120,46,36,14,454,30,70
8,2011-09-01,Ohio,Major Market,Herbal Tea,Decaf,53,20,16,5,482,10,40
2,2011-09-01,Iowa,Small Market,Coffee,Regular,77,33,32,10,1003,30,70
9,2011-09-01,Iowa,Small Market,Herbal Tea,Decaf,318,122,61,39,801,100,260
2,2011-09-01,New York,Major Market,Coffee,Regular,842,316,162,110,2580,300,750
7,2011-09-01,New York,Major Market,Espresso,Regular,604,249,94,69,1286,230,550
5,2011-09-01,New York,Major Market,Espresso,Regular,72,121,144,110,2932,110,60
12,2011-09-01,New York,Major Market,Tea,Regular,322,123,46,34,928,130,320
13,2011-09-01,California,Major Market,Tea,Regular,160,60,51,19,656,30,100
6,2011-09-01,California,Major Market,Espresso,Decaf,628,253,116,83,1686,240,560
2,2011-09-01,Oregon,Small Market,Coffee,Regular,146,57,62,18,469,70,170
9,2011-09-01,Oregon,Small Market,Herbal Tea,Decaf,149,61,32,20,579,50,120
11,2011-09-01,Oregon,Small Market,Tea,Regular,53,20,17,5,482,10,30
11,2011-09-01,Florida,Major Market,Tea,Regular,93,35,20,9,875,30,90
2,2011-09-01,California,Major Market,Coffee,Regular,842,316,161,110,2580,390,980
8,2011-09-01,California,Major Market,Herbal Tea,Decaf,261,100,40,28,981,80,210
11,2011-09-01,Iowa,Small Market,Tea,Regular,531,249,94,69,1775,210,430
2,2011-09-01,Missouri,Small Market,Coffee,Regular,160,67,58,25,599,70,150
5,2011-09-01,Missouri,Small Market,Espresso,Regular,115,44,23,12,886,50,120
9,2011-09-01,Missouri,Small Market,Herbal Tea,Decaf,123,104,55,32,1574,80,100
11,2011-09-01,Missouri,Small Market,Tea,Regular,97,39,39,12,248,30,80
2,2011-09-01,Oklahoma,Small Market,Coffee,Regular,149,61,32,20,579,70,170
3,2011-09-01,Oklahoma,Small Market,Coffee,Decaf,77,29,20,8,862,30,90
5,2011-09-01,Oklahoma,Small Market,Espresso,Regular,53,20,17,5,482,10,40
8,2011-09-01,Oklahoma,Small Market,Herbal Tea,Decaf,159,67,58,25,391,60,140
1,2011-09-01,New Hampshire,Small Market,Coffee,Regular,128,49,38,15,315,40,110
2,2011-09-01,New Hampshire,Small Market,Coffee,Regular,148,55,50,18,453,50,130
13,2011-09-01,New Hampshire,Small Market,Tea,Regular,46,0,12,0,473,0,40
5,2011-09-01,New Hampshire,Small Market,Espresso,Regular,113,44,69,40,325,40,100
9,2011-09-01,New Hampshire,Small Market,Herbal Tea,Decaf,97,40,49,15,244,30,70
11,2011-09-01,New Hampshire,Small Market,Tea,Regular,51,19,17,5,848,20,50
7,2011-09-01,New Hampshire,Small Market,Espresso,Regular,58,24,42,9,212,20,50
1,2011-09-01,Wisconsin,Small Market,Coffee,Regular,159,67,59,25,391,70,150
11,2011-09-01,Wisconsin,Small Market,Tea,Regular,120,46,36,14,454,30,90
2,2011-09-01,Ohio,Major Market,Coffee,Regular,114,43,35,13,424,40,110
3,2011-09-01,Ohio,Major Market,Coffee,Decaf,134,52,77,47,509,50,130
9,2011-09-01,Ohio,Major Market,Herbal Tea,Decaf,77,29,20,8,862,20,60
